1 1 512 0.000001 1.339682
1 2 512 0.000001 2.638600
1 3 512 0.000001 3.895262
1 4 512 0.000001 4.427197
1 5 512 0.000002 3.304014
1 6 512 0.000002 3.979794
1 7 512 0.000002 4.648269
1 8 512 0.000002 5.285398
1 9 512 0.000002 4.087863
1 10 512 0.000002 4.524609
1 11 512 0.000002 4.982240
1 12 512 0.000002 5.434695
2 1 512 0.000001 2.698284
2 2 512 0.000001 5.288571
2 3 512 0.000001 7.777216
2 4 512 0.000001 8.898167
2 5 512 0.000002 6.590426
2 6 512 0.000002 7.950208
2 7 512 0.000002 9.275357
2 8 512 0.000002 10.613047
2 9 512 0.000002 8.154416
2 10 512 0.000002 9.086513
2 11 512 0.000002 9.953742
2 12 512 0.000002 10.861168
3 1 512 0.000001 4.049564
3 2 512 0.000001 7.935836
3 3 512 0.000001 11.659490
3 4 512 0.000001 13.135762
3 5 512 0.000002 9.951606
3 6 512 0.000002 11.933651
3 7 512 0.000002 13.895695
3 8 512 0.000002 15.859488
3 9 512 0.000002 12.207854
3 10 512 0.000002 13.541445
3 11 512 0.000002 14.910837
3 12 512 0.000002 16.248027
4 1 512 0.000001 5.370169
4 2 512 0.000001 10.585614
4 3 512 0.000001 15.499096
4 4 512 0.000001 18.178361
4 5 512 0.000002 13.276294
4 6 512 0.000002 15.922250
4 7 512 0.000002 18.566351
4 8 512 0.000002 21.618056
4 9 512 0.000002 16.298312
4 10 512 0.000002 17.799026
4 11 512 0.000002 19.906603
4 12 512 0.000002 22.100416
5 1 512 0.000001 3.883081
5 2 512 0.000001 7.734792
5 3 512 0.000001 11.564450
5 4 512 0.000001 15.345663
5 5 512 0.000002 10.596109
5 6 512 0.000002 12.699877
5 7 512 0.000002 14.747508
5 8 512 0.000002 16.918479
5 9 512 0.000004 12.862273
5 10 512 0.000004 14.261442
5 11 512 0.000004 15.702895
5 12 512 0.000004 17.058176
6 1 512 0.000001 4.614449
6 2 512 0.000001 9.307244
6 3 512 0.000001 13.941153
6 4 512 0.000001 18.418251
6 5 512 0.000002 12.666369
6 6 512 0.000002 15.226316
6 7 512 0.000002 17.792034
6 8 512 0.000002 20.265692
6 9 512 0.000004 15.427623
6 10 512 0.000004 17.063485
6 11 512 0.000004 18.849087
6 12 512 0.000004 20.491949
7 1 512 0.000001 5.334369
7 2 512 0.000001 10.686068
7 3 512 0.000001 16.257057
7 4 512 0.000001 21.613471
7 5 512 0.000002 14.759541
7 6 512 0.000002 17.632728
7 7 512 0.000002 20.616233
7 8 512 0.000002 23.574689
7 9 512 0.000004 17.893165
7 10 512 0.000004 19.873737
7 11 512 0.000004 21.824986
7 12 512 0.000004 23.895983
8 1 512 0.000001 6.143918
8 2 512 0.000001 12.416251
8 3 512 0.000001 18.686974
8 4 512 0.000001 25.556677
8 5 512 0.000002 16.910535
8 6 512 0.000002 20.317641
8 7 512 0.000002 23.700388
8 8 512 0.000002 27.456655
8 9 512 0.000004 20.632734
8 10 512 0.000004 22.814550
8 11 512 0.000004 25.058335
8 12 512 0.000004 27.668911
##   1   2   3   4   5   6   7   8   9  10  11  12 
1 1.34 2.64 3.90 4.43 3.30 3.98 4.65 5.29 4.09 4.52 4.98 5.43 
2 2.70 5.29 7.78 8.90 6.59 7.95 9.28 10.61 8.15 9.09 9.95 10.86 
3 4.05 7.94 11.66 13.14 9.95 11.93 13.90 15.86 12.21 13.54 14.91 16.25 
4 5.37 10.59 15.50 18.18 13.28 15.92 18.57 21.62 16.30 17.80 19.91 22.10 
5 3.88 7.73 11.56 15.35 10.60 12.70 14.75 16.92 12.86 14.26 15.70 17.06 
6 4.61 9.31 13.94 18.42 12.67 15.23 17.79 20.27 15.43 17.06 18.85 20.49 
7 5.33 10.69 16.26 21.61 14.76 17.63 20.62 23.57 17.89 19.87 21.82 23.90 
8 6.14 12.42 18.69 25.56 16.91 20.32 23.70 27.46 20.63 22.81 25.06 27.67 
