1 1 512 0.000001 1.293567
1 2 512 0.000001 2.644766
1 3 512 0.000001 3.955700
1 4 512 0.000001 4.524221
2 1 512 0.000001 2.697929
2 2 512 0.000001 5.282424
2 3 512 0.000001 7.898911
2 4 512 0.000001 9.046250
3 1 512 0.000001 4.013113
3 2 512 0.000001 7.910380
3 3 512 0.000001 11.842850
3 4 512 0.000001 13.595326
4 1 512 0.000001 5.382097
4 2 512 0.000001 10.578933
4 3 512 0.000001 15.818138
4 4 512 0.000001 18.730982
5 1 512 0.000001 3.847834
5 2 512 0.000001 7.723358
5 3 512 0.000001 11.538291
5 4 512 0.000001 15.439359
6 1 512 0.000001 4.621218
6 2 512 0.000001 9.238128
6 3 512 0.000001 13.960866
6 4 512 0.000001 18.485003
7 1 512 0.000001 5.399137
7 2 512 0.000001 10.799011
7 3 512 0.000001 16.054952
7 4 512 0.000001 21.398261
8 1 512 0.000001 6.164033
8 2 512 0.000001 12.367893
8 3 512 0.000001 18.619599
8 4 512 0.000001 25.184423
9 1 512 0.000002 5.222332
9 2 512 0.000002 10.472195
9 3 512 0.000002 15.655806
9 4 512 0.000002 20.877705
10 1 512 0.000002 5.828379
10 2 512 0.000002 11.598866
10 3 512 0.000002 17.343779
10 4 512 0.000002 22.986854
11 1 512 0.000002 6.376853
11 2 512 0.000002 12.703860
11 3 512 0.000002 19.060506
11 4 512 0.000002 25.288754
12 1 512 0.000002 6.958728
12 2 512 0.000002 13.859931
12 3 512 0.000002 20.864605
12 4 512 0.000002 28.259307
##   1   2   3   4 
1 1.29 2.64 3.96 4.52 
2 2.70 5.28 7.90 9.05 
3 4.01 7.91 11.84 13.60 
4 5.38 10.58 15.82 18.73 
5 3.85 7.72 11.54 15.44 
6 4.62 9.24 13.96 18.49 
7 5.40 10.80 16.05 21.40 
8 6.16 12.37 18.62 25.18 
9 5.22 10.47 15.66 20.88 
10 5.83 11.60 17.34 22.99 
11 6.38 12.70 19.06 25.29 
12 6.96 13.86 20.86 28.26 
